Time,gyro_accuracy,gyro_z,gyro_y,gyro_x,time
2023-05-12 10:56:27.420050000,0,0.599,-0.029,-0.527,0
2023-05-12 10:56:27.430050000,0,0.589,-0.011,-0.519,0.01
2023-05-12 10:56:27.440050000,0,0.587,0.001,-0.468,0.02
2023-05-12 10:56:27.450050000,0,0.527,0.037,-0.472,0.03
2023-05-12 10:56:27.460099999,0,0.449,0.062,-0.496,0.0400499999999301
2023-05-12 10:56:27.470050000,0,0.416,0.076,-0.496,0.05
2023-05-12 10:56:27.480050000,0,0.402,0.074,-0.439,0.0600000000001164
2023-05-12 10:56:27.490100000,0,0.302,0.037,-0.429,0.0700500000000466
2023-05-12 10:56:27.500050000,0,0.203,0.011,-0.431,0.08
2023-05-12 10:56:27.510050000,0,0.146,-0.007,-0.378,0.09
2023-05-12 10:56:27.520100000,0,0.095,-0.023,-0.289,0.100050000000047
2023-05-12 10:56:27.530050000,0,0.027,-0.019,-0.279,0.11
2023-05-12 10:56:27.540050000,0,-0.068,0,-0.273,0.12
2023-05-12 10:56:27.550100000,0,-0.117,0.011,-0.199,0.130050000000047
2023-05-12 10:56:27.560050000,0,-0.14,0.031,-0.132,0.14
2023-05-12 10:56:27.570050000,0,-0.21,0.041,-0.107,0.15
2023-05-12 10:56:27.580099999,0,-0.294,0.033,-0.128,0.16004999999993
2023-05-12 10:56:27.590050000,0,-0.31,0.025,-0.054,0.17
2023-05-12 10:56:27.600050000,0,-0.33,0,0.009,0.18
2023-05-12 10:56:27.610100000,0,-0.412,-0.011,0.037,0.190050000000047
2023-05-12 10:56:27.620050000,0,-0.472,-0.025,0.074,0.200000000000116
2023-05-12 10:56:27.630050000,0,-0.527,-0.019,0.121,0.21
2023-05-12 10:56:27.640100000,0,-0.533,-0.001,0.218,0.220050000000047
2023-05-12 10:56:27.650050000,0,-0.574,0.035,0.238,0.23
2023-05-12 10:56:27.660050000,0,-0.646,0.052,0.238,0.24
2023-05-12 10:56:27.670050000,0,-0.693,0.062,0.289,0.25
2023-05-12 10:56:27.680100000,0,-0.685,0.052,0.378,0.260050000000047
2023-05-12 10:56:27.690050000,0,-0.726,0.007,0.406,0.27
2023-05-12 10:56:27.700050000,0,-0.775,-0.033,0.38,0.28
2023-05-12 10:56:27.710099999,0,-0.769,-0.066,0.404,0.29004999999993
2023-05-12 10:56:27.720050000,0,-0.746,-0.072,0.472,0.3
2023-05-12 10:56:27.730050000,0,-0.728,-0.033,0.488,0.310000000000116
2023-05-12 10:56:27.740100000,0,-0.746,0.011,0.423,0.320050000000047
2023-05-12 10:56:27.750050000,0,-0.705,0.05,0.433,0.33
2023-05-12 10:56:27.760050000,0,-0.603,0.082,0.445,0.34
2023-05-12 10:56:27.770100000,0,-0.546,0.07,0.441,0.350050000000047
2023-05-12 10:56:27.780050000,0,-0.523,0.05,0.333,0.36
2023-05-12 10:56:27.790050000,0,-0.474,-0.011,0.343,0.37
2023-05-12 10:56:27.800100000,0,-0.375,-0.058,0.378,0.380050000000047
2023-05-12 10:56:27.810099999,0,-0.32,-0.091,0.326,0.39004999999993
2023-05-12 10:56:27.820050000,0,-0.289,-0.085,0.255,0.4
2023-05-12 10:56:27.830099999,0,-0.234,-0.052,0.246,0.41004999999993
2023-05-12 10:56:27.840099999,0,-0.148,0.001,0.242,0.42004999999993
2023-05-12 10:56:27.850050000,0,-0.099,0.037,0.197,0.43
2023-05-12 10:56:27.860100000,0,-0.074,0.074,0.132,0.440050000000047
2023-05-12 10:56:27.870050000,0,-0.039,0.074,0.103,0.450000000000116
2023-05-12 10:56:27.880050000,0,0.029,0.041,0.107,0.46
2023-05-12 10:56:27.890100000,0,0.085,-0.003,0.119,0.470050000000047
2023-05-12 10:56:27.900100000,0,0.083,-0.048,0.037,0.480050000000047
2023-05-12 10:56:27.910050000,0,0.126,-0.078,-0.009,0.49
2023-05-12 10:56:27.920050000,0,0.212,-0.068,-0.044,0.5
2023-05-12 10:56:27.930100000,0,0.261,-0.05,-0.041,0.510050000000047
2023-05-12 10:56:27.940050000,0,0.271,0.001,-0.097,0.52
2023-05-12 10:56:27.950050000,0,0.308,0.041,-0.171,0.53
2023-05-12 10:56:27.960099999,0,0.376,0.076,-0.189,0.54004999999993
2023-05-12 10:56:27.970050000,0,0.421,0.085,-0.169,0.55
2023-05-12 10:56:27.980050000,0,0.41,0.066,-0.21,0.560000000000116
2023-05-12 10:56:27.990100000,0,0.416,0.027,-0.273,0.570050000000047
2023-05-12 10:56:28.000100000,0,0.457,-0.005,-0.275,0.580050000000047
2023-05-12 10:56:28.010100000,0,0.482,-0.048,-0.248,0.590050000000047
2023-05-12 10:56:28.020100000,0,0.455,-0.068,-0.294,0.600050000000047
2023-05-12 10:56:28.030100000,0,0.433,-0.064,-0.345,0.610050000000047
2023-05-12 10:56:28.040100000,0,0.416,-0.025,-0.33,0.620050000000047
2023-05-12 10:56:28.050100000,0,0.437,0.021,-0.251,0.630050000000047
2023-05-12 10:56:28.060099999,0,0.369,0.076,-0.267,0.64004999999993
2023-05-12 10:56:28.070099999,0,0.335,0.089,-0.296,0.65004999999993
2023-05-12 10:56:28.080099999,0,0.306,0.093,-0.261,0.66004999999993
2023-05-12 10:56:28.090099999,0,0.343,0.046,-0.25,0.67004999999993
2023-05-12 10:56:28.100100000,0,0.277,-0.005,-0.244,0.680050000000047
2023-05-12 10:56:28.110100000,0,0.224,-0.041,-0.271,0.690050000000047
2023-05-12 10:56:28.120100000,0,0.21,-0.042,-0.296,0.700050000000047
2023-05-12 10:56:28.130150000,0,0.22,-0.046,-0.189,0.710099999999977
2023-05-12 10:56:28.140100000,0,0.166,-0.013,-0.181,0.720050000000047
2023-05-12 10:56:28.150100000,0,0.08,0.029,-0.195,0.730050000000047
2023-05-12 10:56:28.160150000,0,0.074,0.07,-0.132,0.740099999999977
2023-05-12 10:56:28.170100000,0,0.078,0.082,-0.089,0.750050000000047
2023-05-12 10:56:28.180100000,0,0.042,0.062,-0.097,0.760050000000047
2023-05-12 10:56:28.190099999,0,-0.039,0.027,-0.134,0.77004999999993
2023-05-12 10:56:28.200099999,0,-0.058,-0.021,-0.132,0.78004999999993
2023-05-12 10:56:28.210099999,0,-0.044,-0.078,-0.007,0.79004999999993
2023-05-12 10:56:28.220100000,0,-0.105,-0.089,0.005,0.800050000000047
2023-05-12 10:56:28.230100000,0,-0.199,-0.07,-0.039,0.810050000000047
2023-05-12 10:56:28.240100000,0,-0.201,-0.031,0.035,0.820050000000047
2023-05-12 10:56:28.250100000,0,-0.191,0.011,0.085,0.830050000000047
2023-05-12 10:56:28.260100000,0,-0.244,0.05,0.111,0.840050000000047
2023-05-12 10:56:28.270100000,0,-0.289,0.074,0.082,0.850050000000047
2023-05-12 10:56:28.280100000,0,-0.283,0.068,0.093,0.860050000000047
2023-05-12 10:56:28.290150000,0,-0.25,0.035,0.136,0.870099999999977
2023-05-12 10:56:28.300100000,0,-0.267,0.001,0.152,0.880050000000047
2023-05-12 10:56:28.310099999,0,-0.318,-0.023,0.103,0.89004999999993
2023-05-12 10:56:28.320099999,0,-0.316,-0.042,0.142,0.90004999999993
2023-05-12 10:56:28.330099999,0,-0.273,-0.042,0.185,0.91004999999993
2023-05-12 10:56:28.340099999,0,-0.298,-0.023,0.201,0.92004999999993
2023-05-12 10:56:28.350100000,0,-0.304,0.011,0.15,0.930050000000047
2023-05-12 10:56:28.360100000,0,-0.306,0.025,0.164,0.940050000000047
2023-05-12 10:56:28.370100000,0,-0.259,0.035,0.21,0.950050000000047
2023-05-12 10:56:28.380150000,0,-0.253,0.019,0.218,0.960099999999977
2023-05-12 10:56:28.390100000,0,-0.287,0.011,0.156,0.970050000000047
2023-05-12 10:56:28.400100000,0,-0.287,-0.009,0.173,0.980050000000047
2023-05-12 10:56:28.410150000,0,-0.228,-0.023,0.199,0.990099999999977
2023-05-12 10:56:28.420100000,0,-0.216,-0.027,0.22,1.00005000000005
2023-05-12 10:56:28.430100000,0,-0.234,-0.015,0.15,1.01005000000005
2023-05-12 10:56:28.440099999,0,-0.216,0.005,0.138,1.02004999999993
2023-05-12 10:56:28.450099999,0,-0.148,0.033,0.175,1.03004999999993
2023-05-12 10:56:28.460099999,0,-0.123,0.042,0.185,1.04004999999993
2023-05-12 10:56:28.470100000,0,-0.15,0.046,0.105,1.05005000000005
2023-05-12 10:56:28.480150000,0,-0.13,0.001,0.085,1.06010000000009
2023-05-12 10:56:28.490100000,0,-0.06,-0.033,0.138,1.07005000000005
2023-05-12 10:56:28.500100000,0,-0.015,-0.08,0.119,1.08005000000005
2023-05-12 10:56:28.510150000,0,-0.044,-0.083,0.044,1.09009999999998
2023-05-12 10:56:28.520100000,0,-0.025,-0.064,0.037,1.10005000000005
2023-05-12 10:56:28.530100000,0,0.048,-0.017,0.06,1.11005000000005
2023-05-12 10:56:28.540150000,0,0.066,0.029,0.054,1.12009999999998
2023-05-12 10:56:28.550100000,0,0.05,0.064,-0.001,1.13005000000005
2023-05-12 10:56:28.560099999,0,0.056,0.074,-0.009,1.14004999999993
2023-05-12 10:56:28.570150000,0,0.107,0.058,0.009,1.15009999999998
2023-05-12 10:56:28.580099999,0,0.115,0.009,0.009,1.16004999999993
2023-05-12 10:56:28.590099999,0,0.097,-0.035,-0.042,1.17004999999993
2023-05-12 10:56:28.600150000,0,0.091,-0.078,-0.08,1.18010000000009
2023-05-12 10:56:28.610100000,0,0.148,-0.089,-0.046,1.19005000000005
2023-05-12 10:56:28.620100000,0,0.175,-0.066,-0.039,1.20005000000005
2023-05-12 10:56:28.630150000,0,0.132,-0.017,-0.091,1.21009999999998
2023-05-12 10:56:28.640150000,0,0.126,0.031,-0.089,1.22009999999998
2023-05-12 10:56:28.650100000,0,0.183,0.078,-0.074,1.23005000000005
2023-05-12 10:56:28.660150000,0,0.195,0.085,-0.064,1.24009999999998
2023-05-12 10:56:28.670100000,0,0.177,0.066,-0.119,1.25005000000005
