Time,gyro_accuracy,gyro_z,gyro_y,gyro_x,time
2023-05-12 10:49:06.418250000,0,0.507,0.154,-0.613,0
2023-05-12 10:49:06.428250000,0,0.443,0.156,-0.66,0.01
2023-05-12 10:49:06.438250000,0,0.447,0.101,-0.667,0.02
2023-05-12 10:49:06.448250000,0,0.421,0.029,-0.667,0.03
2023-05-12 10:49:06.458250000,0,0.388,-0.029,-0.691,0.04
2023-05-12 10:49:06.468250000,0,0.343,-0.087,-0.687,0.05
2023-05-12 10:49:06.478250000,0,0.337,-0.113,-0.664,0.06
2023-05-12 10:49:06.488250000,0,0.275,-0.07,-0.626,0.07
2023-05-12 10:49:06.498250000,0,0.214,0.013,-0.617,0.08
2023-05-12 10:49:06.508250000,0,0.189,0.076,-0.562,0.0900000000001164
2023-05-12 10:49:06.518300000,0,0.16,0.115,-0.552,0.100050000000047
2023-05-12 10:49:06.528250000,0,0.109,0.132,-0.546,0.110000000000116
2023-05-12 10:49:06.538250000,0,0.058,0.097,-0.535,0.120000000000116
2023-05-12 10:49:06.548300000,0,-0.007,0.031,-0.515,0.130050000000047
2023-05-12 10:49:06.558250000,0,-0.023,-0.021,-0.48,0.14
2023-05-12 10:49:06.568250000,0,-0.074,-0.07,-0.457,0.15
2023-05-12 10:49:06.578300000,0,-0.138,-0.093,-0.439,0.160050000000047
2023-05-12 10:49:06.588250000,0,-0.201,-0.07,-0.376,0.17
2023-05-12 10:49:06.598250000,0,-0.222,-0.039,-0.361,0.18
2023-05-12 10:49:06.608299999,0,-0.251,0.019,-0.292,0.19004999999993
2023-05-12 10:49:06.618250000,0,-0.273,0.072,-0.277,0.2
2023-05-12 10:49:06.628250000,0,-0.302,0.121,-0.25,0.21
2023-05-12 10:49:06.638300000,0,-0.341,0.113,-0.197,0.220050000000047
2023-05-12 10:49:06.648300000,0,-0.361,0.068,-0.179,0.230050000000047
2023-05-12 10:49:06.658250000,0,-0.396,0.007,-0.138,0.240000000000116
2023-05-12 10:49:06.668250000,0,-0.41,-0.064,-0.111,0.25
2023-05-12 10:49:06.678300000,0,-0.449,-0.091,-0.072,0.260050000000047
2023-05-12 10:49:06.688250000,0,-0.478,-0.041,-0.027,0.27
2023-05-12 10:49:06.698250000,0,-0.544,0.023,0.031,0.28
2023-05-12 10:49:06.708300000,0,-0.546,0.082,0.078,0.290050000000047
2023-05-12 10:49:06.718250000,0,-0.56,0.121,0.115,0.3
2023-05-12 10:49:06.728250000,0,-0.593,0.146,0.146,0.31
2023-05-12 10:49:06.738299999,0,-0.623,0.13,0.175,0.32004999999993
