Time,gyro_accuracy,gyro_z,gyro_y,gyro_x,time
2023-05-12 10:56:54.981400000,0,0.541,0.033,-0.556,0
2023-05-12 10:56:54.991400000,0,0.48,0.041,-0.451,0.01
2023-05-12 10:56:55.001449999,0,0.511,0.052,-0.511,0.0200499999998137
2023-05-12 10:56:55.011449999,0,0.394,0.041,-0.48,0.0300499999998137
2023-05-12 10:56:55.021400000,0,0.412,0.025,-0.523,0.04
2023-05-12 10:56:55.031450000,0,0.363,0.048,-0.423,0.0500500000000466
2023-05-12 10:56:55.041450000,0,0.292,0.019,-0.419,0.0600500000000466
2023-05-12 10:56:55.051400000,0,0.224,0.011,-0.458,0.0699999999998836
2023-05-12 10:56:55.061450000,0,0.187,0,-0.353,0.0800500000000466
2023-05-12 10:56:55.071450000,0,0.222,-0.003,-0.402,0.0900500000000466
2023-05-12 10:56:55.081400000,0,0.085,-0.025,-0.355,0.0999999999998836
2023-05-12 10:56:55.091450000,0,0.105,-0.033,-0.355,0.11004999999993
2023-05-12 10:56:55.101450000,0,0.056,-0.011,-0.287,0.12004999999993
2023-05-12 10:56:55.111450000,0,0,-0.005,-0.234,0.13004999999993
2023-05-12 10:56:55.121450000,0,-0.076,0.003,-0.259,0.14004999999993
2023-05-12 10:56:55.131450000,0,-0.107,0.021,-0.154,0.15004999999993
2023-05-12 10:56:55.141450000,0,-0.121,0.025,-0.132,0.16004999999993
2023-05-12 10:56:55.151450000,0,-0.248,0.021,-0.105,0.17004999999993
2023-05-12 10:56:55.161450000,0,-0.269,0.019,-0.101,0.18004999999993
2023-05-12 10:56:55.171450000,0,-0.341,0.027,-0.009,0.19004999999993
2023-05-12 10:56:55.181450000,0,-0.394,0.011,0.003,0.20004999999993
2023-05-12 10:56:55.191450000,0,-0.521,-0.003,0.072,0.21004999999993
2023-05-12 10:56:55.201450000,0,-0.533,-0.005,0.14,0.22004999999993
2023-05-12 10:56:55.211450000,0,-0.603,-0.001,0.191,0.23004999999993
2023-05-12 10:56:55.221449999,0,-0.677,-0.017,0.216,0.240049999999814
2023-05-12 10:56:55.231449999,0,-0.695,-0.003,0.259,0.250049999999814
2023-05-12 10:56:55.241400000,0,-0.708,0.007,0.32,0.26
2023-05-12 10:56:55.251449999,0,-0.755,0.023,0.302,0.270049999999814
2023-05-12 10:56:55.261449999,0,-0.773,0.023,0.306,0.280049999999814
2023-05-12 10:56:55.271449999,0,-0.744,0.035,0.328,0.290049999999814
2023-05-12 10:56:55.281450000,0,-0.755,0.044,0.357,0.300050000000047
2023-05-12 10:56:55.291450000,0,-0.775,0.023,0.333,0.310050000000047
2023-05-12 10:56:55.301400000,0,-0.732,0.021,0.357,0.319999999999884
2023-05-12 10:56:55.311450000,0,-0.716,0.023,0.386,0.330050000000047
2023-05-12 10:56:55.321450000,0,-0.687,0.021,0.351,0.340050000000047
2023-05-12 10:56:55.331400000,0,-0.701,0.011,0.371,0.349999999999884
2023-05-12 10:56:55.341450000,0,-0.605,0.027,0.349,0.36004999999993
2023-05-12 10:56:55.351450000,0,-0.615,0.035,0.367,0.37004999999993
2023-05-12 10:56:55.361450000,0,-0.589,0.021,0.292,0.38004999999993
2023-05-12 10:56:55.371450000,0,-0.527,0.013,0.283,0.39004999999993
2023-05-12 10:56:55.381450000,0,-0.5,0.015,0.316,0.40004999999993
2023-05-12 10:56:55.391450000,0,-0.457,0.001,0.214,0.41004999999993
2023-05-12 10:56:55.401450000,0,-0.474,-0.017,0.263,0.42004999999993
2023-05-12 10:56:55.411450000,0,-0.353,0.003,0.234,0.43004999999993
2023-05-12 10:56:55.421450000,0,-0.375,0.011,0.24,0.44004999999993
2023-05-12 10:56:55.431450000,0,-0.312,0.017,0.189,0.45004999999993
2023-05-12 10:56:55.441450000,0,-0.234,0.017,0.156,0.46004999999993
2023-05-12 10:56:55.451450000,0,-0.185,0.039,0.142,0.47004999999993
2023-05-12 10:56:55.461450000,0,-0.144,0.027,0.054,0.48004999999993
2023-05-12 10:56:55.471449999,0,-0.099,0.001,0.048,0.490049999999814
2023-05-12 10:56:55.481449999,0,-0.003,0.007,0.005,0.500049999999814
2023-05-12 10:56:55.491449999,0,-0.011,-0.017,-0.001,0.510049999999814
2023-05-12 10:56:55.501449999,0,0.054,-0.033,-0.041,0.520049999999814
2023-05-12 10:56:55.511449999,0,0.093,-0.025,-0.07,0.530049999999814
2023-05-12 10:56:55.521400000,0,0.121,0.009,-0.048,0.54
2023-05-12 10:56:55.531450000,0,0.136,0.007,-0.119,0.550050000000047
2023-05-12 10:56:55.541450000,0,0.14,0.017,-0.103,0.560050000000047
2023-05-12 10:56:55.551450000,0,0.183,0.041,-0.099,0.570050000000047
2023-05-12 10:56:55.561450000,0,0.166,0.029,-0.142,0.580050000000047
2023-05-12 10:56:55.571450000,0,0.16,0.013,-0.154,0.590050000000047
2023-05-12 10:56:55.581450000,0,0.207,0.005,-0.158,0.600050000000047
2023-05-12 10:56:55.591450000,0,0.173,0.001,-0.152,0.61004999999993
2023-05-12 10:56:55.601450000,0,0.173,-0.019,-0.191,0.62004999999993
2023-05-12 10:56:55.611450000,0,0.189,-0.029,-0.181,0.63004999999993
2023-05-12 10:56:55.621450000,0,0.203,-0.007,-0.154,0.64004999999993
2023-05-12 10:56:55.631450000,0,0.191,-0.017,-0.175,0.65004999999993
2023-05-12 10:56:55.641450000,0,0.185,-0.003,-0.177,0.66004999999993
2023-05-12 10:56:55.651450000,0,0.208,0.005,-0.166,0.67004999999993
2023-05-12 10:56:55.661450000,0,0.191,0.021,-0.173,0.68004999999993
2023-05-12 10:56:55.671450000,0,0.179,0.003,-0.203,0.69004999999993
2023-05-12 10:56:55.681450000,0,0.183,0.009,-0.183,0.70004999999993
2023-05-12 10:56:55.691450000,0,0.179,0.013,-0.166,0.71004999999993
2023-05-12 10:56:55.701450000,0,0.13,-0.017,-0.171,0.72004999999993
2023-05-12 10:56:55.711450000,0,0.089,-0.017,-0.167,0.73004999999993
2023-05-12 10:56:55.721449999,0,0.099,-0.023,-0.103,0.740049999999814
2023-05-12 10:56:55.731449999,0,0.031,-0.005,-0.091,0.750049999999814
2023-05-12 10:56:55.741449999,0,-0.009,-0.019,-0.097,0.760049999999814
2023-05-12 10:56:55.751449999,0,0,0.007,-0.052,0.770049999999814
2023-05-12 10:56:55.761449999,0,-0.025,0.039,-0.041,0.780049999999814
2023-05-12 10:56:55.771449999,0,-0.068,0.029,-0.083,0.790049999999814
2023-05-12 10:56:55.781450000,0,-0.056,0.048,-0.06,0.800050000000047
2023-05-12 10:56:55.791450000,0,-0.056,0.037,-0.017,0.810050000000047
2023-05-12 10:56:55.801450000,0,-0.097,0.027,-0.037,0.820050000000047
2023-05-12 10:56:55.811450000,0,-0.119,-0.029,-0.025,0.830050000000047
2023-05-12 10:56:55.821450000,0,-0.095,-0.041,0.027,0.840050000000047
2023-05-12 10:56:55.831450000,0,-0.123,-0.041,0.027,0.850050000000047
2023-05-12 10:56:55.841450000,0,-0.171,-0.05,0.013,0.86004999999993
2023-05-12 10:56:55.851450000,0,-0.148,-0.011,0.044,0.87004999999993
2023-05-12 10:56:55.861450000,0,-0.148,0.001,0.07,0.88004999999993
2023-05-12 10:56:55.871450000,0,-0.199,0.042,0.037,0.89004999999993
2023-05-12 10:56:55.881450000,0,-0.21,0.029,0.041,0.90004999999993
2023-05-12 10:56:55.891450000,0,-0.181,0.046,0.087,0.91004999999993
2023-05-12 10:56:55.901450000,0,-0.226,0.019,0.089,0.92004999999993
2023-05-12 10:56:55.911450000,0,-0.263,-0.011,0.072,0.93004999999993
2023-05-12 10:56:55.921450000,0,-0.226,-0.015,0.101,0.94004999999993
2023-05-12 10:56:55.931450000,0,-0.24,-0.025,0.132,0.95004999999993
2023-05-12 10:56:55.941450000,0,-0.251,-0.011,0.103,0.96004999999993
2023-05-12 10:56:55.951450000,0,-0.253,-0.021,0.107,0.97004999999993
2023-05-12 10:56:55.961450000,0,-0.21,0.017,0.132,0.98004999999993
2023-05-12 10:56:55.971449999,0,-0.222,0.027,0.115,0.990049999999814
2023-05-12 10:56:55.981449999,0,-0.224,0.009,0.072,1.00004999999981
2023-05-12 10:56:55.991449999,0,-0.169,0.021,0.083,1.01004999999981
2023-05-12 10:56:56.001500000,0,-0.169,-0.003,0.095,1.02009999999998
2023-05-12 10:56:56.011449999,0,-0.179,-0.001,0.068,1.03004999999981
2023-05-12 10:56:56.021500000,0,-0.167,-0.031,0.076,1.04009999999998
2023-05-12 10:56:56.031500000,0,-0.119,0.001,0.097,1.05009999999986
2023-05-12 10:56:56.041450000,0,-0.166,0.003,0.078,1.06005000000005
2023-05-12 10:56:56.051500000,0,-0.152,-0.001,0.066,1.07009999999986
2023-05-12 10:56:56.061500000,0,-0.121,0.031,0.097,1.08009999999986
2023-05-12 10:56:56.071450000,0,-0.134,0.019,0.083,1.09005000000005
2023-05-12 10:56:56.081500000,0,-0.132,0.009,0.031,1.10009999999986
2023-05-12 10:56:56.091500000,0,-0.097,-0.023,0.042,1.11009999999986
2023-05-12 10:56:56.101450000,0,-0.078,-0.011,0.054,1.12004999999993
2023-05-12 10:56:56.111500000,0,-0.123,-0.042,0.035,1.13009999999986
2023-05-12 10:56:56.121500000,0,-0.101,-0.052,0.027,1.14009999999986
2023-05-12 10:56:56.131450000,0,-0.07,-0.019,0.074,1.15004999999993
2023-05-12 10:56:56.141500000,0,-0.07,-0.007,0.046,1.16010000000009
2023-05-12 10:56:56.151500000,0,-0.082,0.023,0.017,1.17009999999998
2023-05-12 10:56:56.161500000,0,-0.025,0.029,0.033,1.18009999999998
2023-05-12 10:56:56.171500000,0,0.001,0.05,0.031,1.19009999999998
2023-05-12 10:56:56.181500000,0,-0.029,0.035,-0.025,1.20009999999998
2023-05-12 10:56:56.191500000,0,0.001,0.007,-0.046,1.21009999999998
2023-05-12 10:56:56.201500000,0,0.035,0.009,-0.005,1.22009999999998
2023-05-12 10:56:56.211500000,0,-0.005,-0.031,-0.015,1.23009999999998
