Time,gyro_accuracy,gyro_z,gyro_y,gyro_x,time
2023-05-12 10:23:43.266050000,0,0.582,0.031,-0.626,0
2023-05-12 10:23:43.276050000,0,0.57,0.019,-0.615,0.01
2023-05-12 10:23:43.286050000,0,0.529,0.025,-0.542,0.02
2023-05-12 10:23:43.296050000,0,0.423,0.027,-0.527,0.03
2023-05-12 10:23:43.306050000,0,0.343,0.027,-0.49,0.04
2023-05-12 10:23:43.316050000,0,0.265,0.007,-0.445,0.05
2023-05-12 10:23:43.326099999,0,0.199,-0.003,-0.433,0.0600499999999302
2023-05-12 10:23:43.336050000,0,0.082,0.003,-0.39,0.07
2023-05-12 10:23:43.346050000,0,0.064,-0.009,-0.373,0.08
2023-05-12 10:23:43.356100000,0,0.021,-0.003,-0.322,0.0900500000000466
2023-05-12 10:23:43.366050000,0,-0.052,0.019,-0.337,0.1
2023-05-12 10:23:43.376050000,0,-0.046,0.017,-0.326,0.11
2023-05-12 10:23:43.386100000,0,-0.07,0.025,-0.257,0.120050000000047
2023-05-12 10:23:43.396050000,0,-0.085,0.023,-0.265,0.13
2023-05-12 10:23:43.406050000,0,-0.142,0.017,-0.257,0.14
2023-05-12 10:23:43.416099999,0,-0.132,-0.011,-0.21,0.15004999999993
2023-05-12 10:23:43.426050000,0,-0.162,-0.009,-0.169,0.16
2023-05-12 10:23:43.436050000,0,-0.246,0.015,-0.14,0.17
2023-05-12 10:23:43.446099999,0,-0.271,0.003,-0.103,0.18004999999993
2023-05-12 10:23:43.456099999,0,-0.353,0.025,0.005,0.19004999999993
2023-05-12 10:23:43.466050000,0,-0.431,0.035,0.019,0.2
2023-05-12 10:23:43.476050000,0,-0.5,0.023,0.08,0.21
2023-05-12 10:23:43.486050000,0,-0.566,0.007,0.158,0.22
2023-05-12 10:23:43.496050000,0,-0.615,0.019,0.183,0.23
2023-05-12 10:23:43.506050000,0,-0.673,0.041,0.238,0.24
2023-05-12 10:23:43.516050000,0,-0.679,0.015,0.263,0.25
2023-05-12 10:23:43.526050000,0,-0.703,0.031,0.304,0.26
2023-05-12 10:23:43.536050000,0,-0.722,0.048,0.281,0.27
2023-05-12 10:23:43.546099999,0,-0.705,0.031,0.316,0.28004999999993
2023-05-12 10:23:43.556050000,0,-0.673,0.027,0.365,0.29
2023-05-12 10:23:43.566050000,0,-0.679,0.037,0.369,0.3
2023-05-12 10:23:43.576050000,0,-0.646,0.019,0.39,0.31
2023-05-12 10:23:43.586050000,0,-0.611,0.001,0.417,0.32
2023-05-12 10:23:43.596050000,0,-0.601,0,0.408,0.33
2023-05-12 10:23:43.606100000,0,-0.599,0.017,0.417,0.340050000000047
2023-05-12 10:23:43.616050000,0,-0.572,-0.005,0.425,0.35
2023-05-12 10:23:43.626050000,0,-0.546,-0.017,0.478,0.36
2023-05-12 10:23:43.636100000,0,-0.57,0.005,0.441,0.370050000000047
2023-05-12 10:23:43.646050000,0,-0.541,-0.013,0.447,0.38
2023-05-12 10:23:43.656050000,0,-0.521,0.001,0.49,0.39
