Time,gyro_accuracy,gyro_z,gyro_y,gyro_x,time
2023-05-12 10:20:34.146650000,0,0.373,-0.003,-0.621,0
2023-05-12 10:20:34.156650000,0,0.349,-0.023,-0.605,0.01
2023-05-12 10:20:34.166650000,0,0.357,-0.027,-0.599,0.02
2023-05-12 10:20:34.176650000,0,0.337,-0.021,-0.585,0.03
2023-05-12 10:20:34.186650000,0,0.285,-0.015,-0.591,0.04
2023-05-12 10:20:34.196650000,0,0.269,0.015,-0.591,0.0500000000001164
2023-05-12 10:20:34.206650000,0,0.189,0.037,-0.58,0.0600000000001164
2023-05-12 10:20:34.216650000,0,0.205,0.042,-0.529,0.07
2023-05-12 10:20:34.226650000,0,0.152,0.05,-0.529,0.08
2023-05-12 10:20:34.236650000,0,0.093,0.056,-0.574,0.09
2023-05-12 10:20:34.246650000,0,0.035,0.023,-0.535,0.1
2023-05-12 10:20:34.256650000,0,0.052,0.003,-0.498,0.11
2023-05-12 10:20:34.266650000,0,0.056,-0.009,-0.482,0.12
2023-05-12 10:20:34.276650000,0,-0.019,-0.021,-0.521,0.13
2023-05-12 10:20:34.286650000,0,-0.054,-0.033,-0.535,0.14
2023-05-12 10:20:34.296650000,0,-0.068,-0.011,-0.449,0.15
2023-05-12 10:20:34.306650000,0,-0.037,0.015,-0.451,0.16
2023-05-12 10:20:34.316650000,0,-0.113,0.042,-0.445,0.17
2023-05-12 10:20:34.326650000,0,-0.128,0.062,-0.48,0.180000000000116
2023-05-12 10:20:34.336650000,0,-0.14,0.06,-0.414,0.19
2023-05-12 10:20:34.346650000,0,-0.171,0.039,-0.384,0.2
2023-05-12 10:20:34.356650000,0,-0.158,0.015,-0.373,0.21
2023-05-12 10:20:34.366650000,0,-0.21,0.023,-0.345,0.22
2023-05-12 10:20:34.376700000,0,-0.294,0.005,-0.347,0.230050000000047
2023-05-12 10:20:34.386650000,0,-0.302,0.009,-0.283,0.24
2023-05-12 10:20:34.396650000,0,-0.259,0.035,-0.177,0.25
2023-05-12 10:20:34.406699999,0,-0.341,0.058,-0.224,0.26004999999993
2023-05-12 10:20:34.416650000,0,-0.394,0.072,-0.277,0.27
2023-05-12 10:20:34.426650000,0,-0.39,0.087,-0.193,0.28
2023-05-12 10:20:34.436700000,0,-0.351,0.089,-0.107,0.290050000000047
2023-05-12 10:20:34.446650000,0,-0.367,0.048,-0.136,0.300000000000116
2023-05-12 10:20:34.456650000,0,-0.451,0.017,-0.187,0.310000000000116
2023-05-12 10:20:34.466650000,0,-0.433,0.003,-0.103,0.32
2023-05-12 10:20:34.476650000,0,-0.412,-0.005,-0.015,0.33
2023-05-12 10:20:34.486650000,0,-0.412,-0.005,-0.042,0.34
2023-05-12 10:20:34.496650000,0,-0.476,0.029,-0.05,0.35
