Time,gyro_accuracy,gyro_z,gyro_y,gyro_x,time
2023-05-12 11:02:05.626800000,0,0.238,0.041,-0.597,0
2023-05-12 11:02:05.636800000,0,0.232,0.064,-0.587,0.01
2023-05-12 11:02:05.646800000,0,0.197,0.095,-0.578,0.02
2023-05-12 11:02:05.656800000,0,0.142,0.082,-0.601,0.03
2023-05-12 11:02:05.666800000,0,0.08,0.029,-0.556,0.0400000000002328
2023-05-12 11:02:05.676800000,0,0.06,-0.005,-0.486,0.0500000000002328
2023-05-12 11:02:05.686800000,0,0.011,-0.035,-0.494,0.0600000000002328
2023-05-12 11:02:05.696800000,0,-0.085,-0.052,-0.466,0.0700000000002328
2023-05-12 11:02:05.706800000,0,-0.119,-0.044,-0.455,0.08
2023-05-12 11:02:05.716800000,0,-0.142,-0.009,-0.38,0.09
2023-05-12 11:02:05.726800000,0,-0.158,0.031,-0.394,0.1
2023-05-12 11:02:05.736800000,0,-0.179,0.046,-0.404,0.11
2023-05-12 11:02:05.746800000,0,-0.207,0.05,-0.41,0.12
2023-05-12 11:02:05.756800000,0,-0.232,0.062,-0.343,0.13
2023-05-12 11:02:05.766800000,0,-0.259,0.05,-0.298,0.14
2023-05-12 11:02:05.776800000,0,-0.261,0.033,-0.308,0.15
2023-05-12 11:02:05.786800000,0,-0.294,0.005,-0.294,0.16
2023-05-12 11:02:05.796800000,0,-0.32,-0.001,-0.24,0.17
2023-05-12 11:02:05.806800000,0,-0.363,0.025,-0.212,0.18
2023-05-12 11:02:05.816800000,0,-0.414,0.064,-0.156,0.19
2023-05-12 11:02:05.826800000,0,-0.416,0.091,-0.132,0.2
2023-05-12 11:02:05.836800000,0,-0.447,0.095,-0.117,0.21
2023-05-12 11:02:05.846800000,0,-0.507,0.078,-0.07,0.22
2023-05-12 11:02:05.856800000,0,-0.535,0.064,-0.033,0.23
2023-05-12 11:02:05.866800000,0,-0.578,0.033,0.001,0.24
2023-05-12 11:02:05.876800000,0,-0.554,0.005,0.039,0.25
2023-05-12 11:02:05.886800000,0,-0.57,-0.003,0.046,0.26
2023-05-12 11:02:05.896800000,0,-0.601,0.003,0.048,0.27
2023-05-12 11:02:05.906800000,0,-0.605,0.046,0.113,0.28
2023-05-12 11:02:05.916800000,0,-0.597,0.103,0.115,0.290000000000233
2023-05-12 11:02:05.926800000,0,-0.591,0.13,0.181,0.300000000000233
2023-05-12 11:02:05.936800000,0,-0.556,0.142,0.166,0.310000000000233
2023-05-12 11:02:05.946800000,0,-0.603,0.132,0.173,0.320000000000233
2023-05-12 11:02:05.956800000,0,-0.595,0.099,0.222,0.33
2023-05-12 11:02:05.966800000,0,-0.578,0.041,0.246,0.34
2023-05-12 11:02:05.976800000,0,-0.58,0.021,0.25,0.35
2023-05-12 11:02:05.986800000,0,-0.578,-0.009,0.273,0.36
2023-05-12 11:02:05.996800000,0,-0.601,-0.009,0.306,0.37
2023-05-12 11:02:06.006850000,0,-0.607,0.039,0.326,0.380050000000047
2023-05-12 11:02:06.016800000,0,-0.582,0.085,0.353,0.39
2023-05-12 11:02:06.026800000,0,-0.57,0.101,0.39,0.4
2023-05-12 11:02:06.036850000,0,-0.566,0.095,0.351,0.410050000000047
2023-05-12 11:02:06.046800000,0,-0.562,0.083,0.394,0.42
2023-05-12 11:02:06.056800000,0,-0.542,0.046,0.414,0.43
2023-05-12 11:02:06.066850000,0,-0.535,0,0.416,0.440050000000047
2023-05-12 11:02:06.076850000,0,-0.472,-0.015,0.416,0.450050000000047
2023-05-12 11:02:06.086800000,0,-0.451,-0.037,0.402,0.46
2023-05-12 11:02:06.096850000,0,-0.439,-0.035,0.367,0.470050000000047
2023-05-12 11:02:06.106850000,0,-0.414,0.013,0.414,0.480050000000047
2023-05-12 11:02:06.116800000,0,-0.378,0.074,0.41,0.49
2023-05-12 11:02:06.126850000,0,-0.378,0.085,0.402,0.500050000000047
2023-05-12 11:02:06.136850000,0,-0.33,0.095,0.416,0.510050000000047
2023-05-12 11:02:06.146800000,0,-0.33,0.078,0.4,0.52
2023-05-12 11:02:06.156850000,0,-0.318,0.015,0.41,0.530050000000047
2023-05-12 11:02:06.166850000,0,-0.287,-0.042,0.404,0.540050000000047
2023-05-12 11:02:06.176800000,0,-0.242,-0.066,0.417,0.550000000000233
2023-05-12 11:02:06.186850000,0,-0.226,-0.082,0.363,0.560050000000047
2023-05-12 11:02:06.196850000,0,-0.216,-0.064,0.373,0.570050000000047
2023-05-12 11:02:06.206850000,0,-0.179,-0.007,0.357,0.580050000000047
2023-05-12 11:02:06.216850000,0,-0.156,0.031,0.339,0.590050000000047
2023-05-12 11:02:06.226850000,0,-0.103,0.05,0.335,0.600050000000047
2023-05-12 11:02:06.236850000,0,-0.06,0.074,0.308,0.610050000000047
2023-05-12 11:02:06.246850000,0,-0.062,0.07,0.298,0.620050000000047
2023-05-12 11:02:06.256850000,0,-0.046,0.025,0.273,0.630050000000047
2023-05-12 11:02:06.266850000,0,0,-0.029,0.271,0.640050000000047
2023-05-12 11:02:06.276800000,0,0.035,-0.048,0.259,0.65
